Ticker,Interval,Date_Predicted,Target_Date,Horizon,Predicted_Price,Direction,Confidence,Actual_Price,Is_Correct
CPNG,1d,2026-01-09 00:00,2026-01-10 00:00,1d,26.92,UP ▲,55.6%,,
CPNG,1d,2026-01-09 00:00,2026-01-16 00:00,5d,26.8,UP ▲,68.9%,,
CPNG,1d,2026-01-09 00:00,2026-02-08 00:00,21d,25.77,UP ▲,36.8%,,
CPNG,1h,2026-01-09 18:30,2026-01-09 19:30,1h,23.48,UP ▲,49.7%,,
CPNG,1h,2026-01-09 18:30,2026-01-09 23:30,5h,23.5,UP ▲,51.4%,,
CPNG,1h,2026-01-09 18:30,2026-01-10 15:30,21h,23.6,UP ▲,57.0%,,
