Date,Close,High,Low,Open,Volume
1999-01-22,0.03760489076375961,0.04476720030332596,0.03557501920987287,0.040111514837721254,2714688000
1999-01-25,0.04154452309012413,0.04202127554597756,0.03760488569815153,0.04058918065301179,510480000
1999-01-26,0.03832092508673668,0.042857419149584276,0.03772406417198418,0.04202126670999386,343200000
1999-01-27,0.038201749324798584,0.03939546817738243,0.03629106756586203,0.03844012559017652,244368000
1999-01-28,0.03808164224028587,0.038440123675607514,0.03784326598678063,0.03820174742210227,227520000
1999-01-29,0.03629106655716896,0.038201748262999026,0.03629106655716896,0.03808164307853887,244032000
1999-02-01,0.037008024752140045,0.03724640098067382,0.036291061956603324,0.036291061956603324,154704000
1999-02-02,0.034142911434173584,0.03724639578578374,0.03306838273796726,0.03629105689495783,264096000
1999-02-03,0.034858960658311844,0.03533663183716461,0.033425950537228,0.033665245507967574,75120000
1999-02-04,0.03676872327923775,0.03772406204615708,0.03485895426143539,0.03533662535263197,181920000
1999-02-05,0.037843264639377594,0.03820174606193556,0.03641116964373299,0.03736559338657319,136848000
1999-02-08,0.03653035685420036,0.03820174689403731,0.03653035685420036,0.038081641713881134,154080000
1999-02-09,0.035097330808639526,0.0374847672958745,0.03461965975871686,0.03724638773662883,86976000
1999-02-10,0.034739766269922256,0.03605267093001956,0.034142905416586725,0.035097332207569304,148224000
1999-02-11,0.03772406652569771,0.03915616120688361,0.03485895840075903,0.03485895840075903,132240000
1999-02-12,0.03987313434481621,0.040111510579548024,0.03820174441350661,0.03820174441350661,109728000
1999-02-16,0.040111515671014786,0.04226057710730336,0.036052687826272814,0.040589186963839535,211008000
1999-02-17,0.03796244412660599,0.03963383382503503,0.037246396759450955,0.039156162659398024,67728000
1999-02-18,0.03855930641293526,0.039633835173797954,0.03748477765207256,0.03915616399190552,70704000
1999-02-19,0.03987313434481621,0.04058918181174062,0.03772407318131401,0.03820174441350661,75360000
1999-02-22,0.040111515671014786,0.041066858256664285,0.03796245423472622,0.040589186963839535,205248000
1999-02-23,0.042021267116069794,0.042857419563740444,0.03867940678199439,0.04106684363312758,138096000
1999-02-24,0.04536404833197594,0.050139837604401445,0.04428951965399963,0.04822915643969122,612768000
1999-02-25,0.04393197223544121,0.0487068481797715,0.0432150058334318,0.0472747494861767,149136000
1999-02-26,0.041902102530002594,0.04584174118092755,0.04154453636611118,0.04440964583032087,172608000
1999-03-01,0.0421413853764534,0.043931965279817645,0.04011151387146475,0.042976622737028326,92160000
1999-03-02,0.04178289324045181,0.04226056438952754,0.04106684589812276,0.04202126943370513,55248000
1999-03-03,0.03891777619719505,0.04202125981169964,0.03867940005852498,0.04202125981169964,61392000
1999-03-04,0.03808164224028587,0.04106685627817181,0.03772407615229046,0.04082756126186524,57360000
1999-03-05,0.04023069143295288,0.04034987781600206,0.03844011207585047,0.03844011207585047,78768000
1999-03-08,0.040827538818120956,0.04202125695503822,0.03844010254428644,0.03915614967397754,75888000
1999-03-09,0.0421413853764534,0.04273824648273318,0.04070837497774454,0.04070837497774454,143184000
1999-03-10,0.04142441228032112,0.04273823593538198,0.0408275513213404,0.04273823593538198,235344000
1999-03-11,0.03963382914662361,0.04142440844218732,0.03963382914662361,0.040708361159555125,54288000
1999-03-12,0.03891777619719505,0.039873118276592796,0.038201729018826104,0.039873118276592796,90768000
1999-03-15,0.04058917984366417,0.04106685105269558,0.039633837425601344,0.03987313241145926,108816000
1999-03-16,0.03927626833319664,0.041305224068408114,0.03891778697132634,0.040827552896469145,79152000
1999-03-17,0.039514634758234024,0.04034986825052116,0.03855929273337291,0.03963382111302846,51360000
