Date,Close,High,Low,Open,Volume
1992-02-05,4.505385398864746,4.7665671611177745,4.309499077174975,4.7665671611177745,11325800
1992-02-06,4.407443046569824,4.505386225382487,4.3747953202989365,4.505386225382487,5696400
1992-02-07,4.080965518951416,4.4074427604675295,4.080965518951416,4.4074427604675295,1698000
1992-02-10,3.9503746032714844,4.11361322324138,3.917726879277505,4.11361322324138,1104400
1992-02-11,4.015670299530029,4.015670299530029,3.9503748475051506,3.9503748475051506,656200
1992-02-12,4.1462602615356445,4.178907980130413,3.9830216685618,4.015669387156569,629600
1992-02-13,4.178907871246338,4.276851024478674,4.146260153502226,4.178907871246338,808200
1992-02-14,4.080965518951416,4.17890869140625,4.080965518951416,4.17890869140625,418000
1992-02-18,4.080965518951416,4.1136132431030275,4.048317794799805,4.1136132431030275,687200
1992-02-19,4.178907871246338,4.178907871246338,4.080964718014002,4.080964718014002,638000
1992-02-20,4.080965518951416,4.17890869140625,4.080965518951416,4.17890869140625,139000
1992-02-21,4.1462602615356445,4.1462602615356445,4.113612542940875,4.1462602615356445,410600
1992-02-24,4.1462602615356445,4.178907980130413,4.113612542940875,4.1462602615356445,353800
1992-02-25,4.015670299530029,4.146261203579786,3.98302257351759,4.146261203579786,590400
1992-02-26,3.983020067214966,4.080963183621891,3.9503723617459907,4.048315478152916,155200
1992-02-27,4.015670299530029,4.1136134775673465,3.98302257351759,3.98302257351759,438000
1992-02-28,4.048316478729248,4.113611905805526,4.048316478729248,4.113611905805526,266600
1992-03-02,4.080965518951416,4.146260967254639,3.983022346496582,3.983022346496582,83800
1992-03-03,4.113611698150635,4.113611698150635,4.048316274370467,4.048316274370467,177400
1992-03-04,4.048316478729248,4.113611905805526,4.048316478729248,4.113611905805526,247800
1992-03-05,4.015670299530029,4.1136134775673465,4.015670299530029,4.080965751554907,131200
1992-03-06,4.080965518951416,4.080965518951416,4.015670070648194,4.015670070648194,453400
1992-03-09,4.080965518951416,4.080965518951416,4.048317794799805,4.048317794799805,114000
1992-03-10,4.048316478729248,4.080964192267388,4.048316478729248,4.048316478729248,57800
1992-03-11,4.015670299530029,4.080965751554907,4.015670299530029,4.048318025542468,104200
1992-03-12,4.015670299530029,4.048318025542468,4.015670299530029,4.048318025542468,70800
1992-03-13,4.015670299530029,4.048318025542468,4.015670299530029,4.015670299530029,124800
1992-03-16,4.048316478729248,4.048316478729248,3.98302105165297,4.048316478729248,34600
